input,output
-c2/b((aa)(c2a/1112/2a(02//))a)a2()1a210+(1))1)c2)cc)*a*/2((22a0-/0002a0(aa0)10b*+(a1()0--bb(c))b(a(+(c-bc2-c)-*))1(b1c)*(1(()(0cac02(c1)0)1c)2)*a1*0(a**)c(2+a0()*0-*1b+0a2+)+0ca12+(0*2(2((b(2a((21)(2*b0*/*)***0*)c/*a)b1)0*b)-(-c-)c+)2b0-1+0)*cb*+20(-00)(--21-)b*/baa))c))b/-(+))b0+c012b-2/)()/*a2(a)(1(0+a+1a(/*c)a102aaab(11)bb)1cb2aa-*)1b+/(0(*)(++220002)a2)2(*(1()c)-ab0b))+a)a((,incorrect
-/2++()/c0(02)1*1((a)/+a)/)-0ac0a-b2)a)-a(c)22-a+-+)/(aa)-1bba*)00*+-(-a)10(a)a(*-a(00)()2+bc)2-)-)2))1(1c1bab(c+-(-2*20)2-a(b/1*cb1a++b()*/ab)-)(0()bc(+002(+)1(++0)2b)-)c2c1-(b)22a(211222/)))(+-/a)112)(c2-2bb0/(0b(//1+c0(12ba1*()22/2+(1)22b-+/*0-)(*--0b-0*)())aa)*)(b2)1)+c((0b+1*-b0c))bb(/2*12a-)1(c102ca2)(2(a-/1cb)ca*b*ba(211)/0++1)c)/c)0/+)-c0+1a0*c0a(0*a)0(0*2((-1*))c-a-a+0(20++0*c+/+**0((c(1*-a-+(cb)a/)*0a/1*(2c()(12+b)c0()-0/*1)(+((c+(c)//cb2b/*(+0)()-(+c((*c2)b-2a2)a1(-()0a1)1(2b2b/(0*//a0)/1(2)(*20ac+2(11)-(1*/a/(c2ac)()ab)0+)a(0a)+-(b0(2aa)ac01b*+(c-/acb1))22*(1/a(01)a)b2a)2c(10b1b2c)*1)b2)(+(a-)1(+2212/1a(b/+a-c21)b2ba(+2b*c2(12-12(1b)bccb)-)()*(+01(0c0)2)21-c)-0021/ba)-1(ba))b1a(*2c)*2*c)-+)11))a)2+(/0a/2(*+)c10--1-0+0/)1(2(0(*0a+0//)/0()-0c20)(+()*/+(00(c0a(b(+c+b)a+)a())c)bbb1(*b)ca(1/-/0)ba2a+02((21a)2)b2)a)c11)+a/010b+)2(/2ac11-+())///(+b0)ba)0)***+c0aa))1-(+abab)(0(0b)b+b112b*2a+)1b--1a*)0bc(((*b2(0/+b()+-b()*c,incorrect
-0(/-()a12((+a/b(02(0ba+)0c100c*ccc/c)0a-0)c)(bac21)(1)0-2*0)12b1-()b+(100cc*(a+2)b0+-c1/*)c((*/1bb0-))+-0(-(()2*c(cbca+(/12c*-)()()b(0a+))(ba-/+2)*(bc)1/2c(,incorrect
cc//)(-c(/101)/*20a1c)a022-+c+1a/a+1c)/+11*)1(ac1(+)(a01*+/0b*0-+*bab20(((-caab0-a(21)())b-0-+)b)*0()2-)0/2a2b2(220(2-+b+(1a0)20)-)/1*/*+(()a0-c)bb1c(2+*a1/--(aa)2))1111a/ba/0((*00(bca()b0b110cc(+-*0))22+2**-/(a-*2(+)1c02)),incorrect
a()))bb1))2cb)+(2(a2a(2c0-b1b2a(2))*a2)bc/+-cc1b*1c0c())2(11/+(b-)(1+2(2-a(+)(()+(/1abc0*c+2c1bb0)bbac+(12-*cc/00+0+1(b*-a21()21+1b(/*b(c1(1+cb*b()c((b*(0c10-1(1c++)2)/1b)c-*++cb+a-12+(b*b(+1((2-+1))+cc)-+a1+(-()(a(0-1((1112()20-)a10(b11011c/c*(0/()2a)()**c-1(/-*(c*1ba(/)02b()b(b0*b)(-c-*2bc)b000bca)1)a)1b*)b+0c0*)0c()c-c1cca*+bb/*)+b+1/(0(+abcac1a/+c+a222/(),incorrect
(c)b0/)*02a*-0a202200c)ac-((b(ac//1-))ba(0)a(++(0)**cca2c010+2)+*(b*/1b/-)//)-a)1()(b(2c)/1cb1ba+c0/)c(/)-2()20)1+0-0)1*10b2c(1/c2(-c)/-b22/-a)(**/0*1(a0a0c(c1(-b*c*cb1+))1b*)2((//a+a)//2a10/)/c0(+0*/2aa(*b*)2b))2()(0/,incorrect
b)+/*-)bb*+0a+1()(c2*)-0(-+(((cc)b(-(c0a*(cc())-1c+)()0bba)b(0)*2(2*1/+-)a0-2a1)((0)-011caa+2bcc/)0((+2*a)*21**-*-)*)a(ab1ac/0)caa1(-b)c()*a/0(+2(0/11c)1*-2001a-+1)1(/)+(a)1))*)1a))cc*2*b))01-+1ca1(0-*/-2(aac/b0)c+-cb0(-01(bc)0bb+02ca/10+0(1b-/))b(2a1c00))bc*b)c-/(2+0(*a++//a(c+b1+(2(0c(10b/)(bba+(2b)*(b*(b-*bc)a02a)+b/(1(+c22)1b10)+)(a)/2+++(*(0/20((12((b1aa(/+0+1-)aa)2()-*-12+c)c)b221c-a/(*)(2-22+00/1)1+/*)-2))2()/++1ba*((*b)02bb++1b-/1c02211/ca++/0(-c)ac*/1b+a02aa))0ba-a(b)0*-2)2//+-)c)0))(+(0a2a-)2b2c1-()(cb)10ca1a2)b-(+*21/bc((ac1(ca-cbb/a0c+0+0a+)+()/b/)0)a2c++/)c(+01*(-))+1+11b())0),incorrect
/1/*c(2(*ab1))-2-+/(1-babc)12)/*+)a(1/)-aab2-)+)(b1a++1)0ca1c*()2(1ca/)(cbb(+(0c1(1b00a+*2)cb/)*)-1b(++*bcc((/+)a2(211b-ca00-/*c-+1))+(+b1*(+c1a-(b((*(*b)(a)//+2)c*2)/11/22)a+))210(-2ab2b)/+++(-/01(2a+(021+*c-0)a+1/a2*a(a1-1*)(a0(12c1b*02)(-(1cb)(-)b(1++020c-)+2-+)((a2+21a(/)c-0-2/c1)11)/2a+(*+1bbb(/-c0c1c1/()*cbc/bcbb)(c(*00*)1)b/(b)))aa(2ac)0cb(ca0cb-2*b221(+-)+/2(011a2b(bc)ca((b*b2+1a1*+2(--+ca/**12baac01+(a/0(/)0a0()12a*)0a)11-0cb(1*1102ac/*0+/2,incorrect
2bc))((0b0)2a*(1(-1abb0122)+)1ba0)bc()/)1*(b+a*b,incorrect
*1)b)a1+c0((ab(a(b/b)c)-0)00(a0/1(-)/bb))+*2/1(0bc)ba120)**1aa)-)-(a1-2+)2(0b/11))12(a+-*a()bb2b1a1a(c2cb(0a)122a(2*c)/0b)2c/(c0)20b1b/+(a1b(b*)c2bcb-1(-((-ac-((0a/2-**()11)*)*(2+c0))1((0*(+)1)(2)0()(1)-(/(c1(201*a+()1))(/aba0bb0+11+-+/b/b-ab0(*(bb/1+1a(*//a+020)(-/()))/-c-c2((bc0a200/c1(()+)c)b(b+1+0(--bc01(//)(a/*cc*/0c2+(*-01((c/a+)ac1a/b22+b(+c(1)))a/*(a(*-0(0(-()(a(222)11/+0)*200((c/cc))0))2a(*1-((c0(2a0b)a2a(0-(-a+a-+/c2010cb1a*/b-)1-11(/*(00/-a)ba/)b1c1bab/2)(202+1/0*11/112b2(1*0ac)b/)//)/02(/+2/c(1))+(1/()-))c)(*()((0cb)c)2c+(+)c+b)-(+)aa+)-*+()0(bc2(()*0a*-acc(/-1))*a+b)1)(+)0((222a(2b+0ab1c/c(((c*b1/)/a)*ac0+a()c22/b0*1/**02-+ca(1)b)12b+)-1aa0*-0(/12-b)()*12a+)(+(0*(c(((c()a2((2+b+b(a)+b*(-/(-bb-+c1)c2b/21*,incorrect
(2*a0abbb0acb2a)c(0b0c(*1b(0(-2ccb1c120*(()+b(a/222*a+0a(-++b2((/()-/20/a+b+00c20*c((2/2/*/c/(1/-a2a)-2))(/(*(+/b2cb(+2(02b)b0a)0*2(*0)b/aaa0+c10(0-ba010*1-)0*(*b21-c0)-0b()/2-)00ca02c-/)+/a11b)+a*c*)))+a(a0))b-)/1(b(*)-(/222-)*22(ac-+1)+cac120(**-2()*cb/)+c(2(c11-*b(a1)ab-0)-c))(+1cc010(22(-02))*0b)(a(221+/0)10/*c)1++1/+/1/bb)*20aac-)/)12)c+0)01/cac01b0c*b*bc)())20*)2a-*-2-*11)1(c*0)1*(-c*/10+*(ac2abc1+1(ca(ca(21+)((*+/)a((/1a*b)-0)c+((2b/)c1-1b(cbc)-1+b)a11**)--)120a1+*)/)ac01a(+/0-*0)-1+-1/*20((ab1)-)**ac*/(cc-0-2(aab2b*)aba2)bbac01)/c)/)*00//c-*ab(/2bc/b2/(b-ab()(1+(0+0c(b-1-+(c)*+()(accb0ab/)c2)-/aac+abac0)cca1110c1(0a-2)a0a+)a/2-)c-(/)(2ab1)1(c))(-+-c0()+/*))a-++*10-b1-)(/b)()-0c+0)2a1(-a(2(ccac1)+1a-))-/2+ac(*)b1c/(b)//(1/1(*aa+(1a1(c(/a/(+c01/++/-((1*)0/bb(a-a*a2//)2c)/2/010(c1/21b+)a1))(b)/+1*)1ac)+c*-)a)/01b+(+a+(aa2-b/(a()(1-1b02ac(2+/-b)(+2(b(a1bc0(a(b/+cc**a)1b2-2*-a*)-()-2*bc/a)(2)c01(+2()2))()(b+/)(0(10a10bc1*20)00(0-/)b-1(21(ca-+)--)a1)(0*2)c020(22-acc**0a1+*))*-(//++)(,incorrect
0+a+(1+1a/02*bcb)*+((c+/ac/-(-0ab02(-b)+)01+((c2+1(21-c(0*1a+c2+))+20()(0-caa2/b*++1)--(2()c(-/((2+/1*a*0(ca2(1ba)0c+1*(a-1)-)1*)+a2)b/cb-/(/0)*(*)0)(0++2()c()a--b(c0b+a2c0a()b0/20/0(--a(()a00))*1212c/*)/(1b)-00/-0)-0)cb(b-1)+-(/)(110c)c2+c-ac0()a-/2*21/)022+b/)1-(0-/((*00-a11)(1-(--022ab2+cabb+1b(-/00(1b1b1c(b/(0/acaa+-b0-)a1-2/c/)2()-*cb)22+b1)10+011000/0/+-b)/(/cc2+*((-01)2c-**ab(0ab0b(b/(0/a(b0)*-*c-/cb+*21,incorrect
01)bb)*()11a+a2c((c+)0bc(b)a-c+2-b(0))))a)*)+b//-a()1/()(b1bc*0b/a*)a+))(2(b))0*c*22*2(b1ab)c2bcb)c/(/)21+-02bc/1(*/(+)(bab*a/)/0b/(/a1bb1)-1/b++201+0)*10(c)/0))2)a2)2)02()(1/+cbabc-2b((+00(+221)(a(c0/ca/-0b2/0*+a-)0)*(-11()(+0b(a**b/021ab)c((2c/b1-/c1+c-0b*)(0*c/(2(b(2+bcb/bcac1)*2a0+c*cca(0(a/-2a)0cba+()(2cbb-)2/1c-/0-012(c-2*ca()++()1*/b1()*a)b-bc)c0c12bc0c()+/))a)bc(/000a0c1b10)-1a(2+2110ab*10(-)21aab)//b+)001-)))/(1+((/*aa))1)+2-b)0b220**b*1*-2*20*/+2*++2c(0a0+(a1))-0*2/1(1)11+*0)(c-a/0b(*(/11b))*2/(10*b1))00c+aa0220a(ca-+c)0ac)((c1(b(*20a(c0b(11+)/)0*(a2ac-00+)(aa(a21()(+//a22-aa(00a)babbc0-)a-*)/b21c()1/-)(()b1b(1b1(a11)((01c*c22ac()-(()cb))+(1c(a*)1(c)*00)ca0+)1c/b102/((2a2-ca2()c(0/aa((c/-*(a-1//a()(-2))b)/ab)2-(b)1)))aa(1)2-0a(/a+///01b1a-))21c2/-1ab1/-*ab2ac/)*2+1+(1b(()bc+c0)/(-1b)0*-+)/0))/-b+2(*(*-)((+*b022-((/bb+2a*+/1*a-2(22))cbc*-1)c)02)-(+*+0a/((01(ac012b)/b)1ba(b((+(/+0/b/(*a))c-2-a/a00a)b+ca)1//)1/c/(1a+(+b2b)*)c+0*a(c/)+2b(((+/)--2b2)1c+1200//02,incorrect
a-+(0-a(+b)+0c+((+/1a)bb-)/1-2/0-1a)((-1)))1b)11bb1+0c*b))()1-0cab()ba/1(b)a-/2a*(0(a1-*a0b2)(//*(b/c(b0c0a(-b*a*12//))+*bc(+c+1bb-/12(bc+1+)/b/-1(((ca1)*)*a)(//b)-)++c0/))++*(ba2/bb01b+b)0-110+ba(*-11))02c/2+*+cca(//20b(((c+c12)1(((c0a/*22*1c(()(2*(*0)/ac(-)b(11)-012)b0-)bc2-(a()20)(b-)*-(1c)a)1*c2))1))(b+b0))a1)cc+/-b120)02b1(2)-b//a/12a2b11-+*b+()-1-1)2/12()2c2//(a22(0-)2--(1/--/b)2bb))a/)0(*b(0c(2-*)+/a(2*)2+121)1-+)1)2*bb11(c22-1)0)+a2c(b0b))//a1(2/1a)bc(a0+((2ca1c(0+bacba)c+((b())a))/22/(1+0b-(00*(/2/)c)122-b2))+++1a)0(b+cc1)bcccc2+*-*a+bc(b)(-bb**1+(1(b(((2(c0*a11-/(*()-+1*c1a)a1c*-b1c(+/((00/2a/-)0(abc2))1b*a)+((001/+-()a2+c(bab+0a(c)002a)+c)/1aaac-+b(12/1a/(aa+02b02)+/)-1)-/(b2*-)2+)/,incorrect
/20(12aac)b+a+c0bc12b()c*-+()2abaab/-/()a*bcb1(+ca(())/)2aaac*)12+1(+/a)ab2(2)1a0a2/aa+))/*)b-)+c1ca2)-c/-21a)(1ccb)+ca/c()/a+*/++(b())ccb1(b(-b)cba20(0a/)(-(01-b(+22(c(-ab(1ab2)a()(+(*0(a+1+c0b/(2)cb)-(bc20cb)()1b12-+c+100b((/2+/bc+02a-/1-a+)c-*))12b1)00(+2-*1(((2a(ba//01aa(21c+0a/((c-*-((b1b11(a-)c12)()cb0((a1c2cc01/1*aaa)22-)///**01c2121/20c)2(+(00)((210-)b01)(12+22(a/bac1--/0b1c2bc2*2b22bc)ca101a)(b(b)+1-*acb/b1*)0/cca-)b((0/-**00))c(a0b+a22*1/b(10///b*1c1)2*a)a(()-**b1c2)02**2-222bbc*+/b211aacba/(c0)a2/(c()c)(1)b12)1//)+a(+)ccc+--*c/1c2a)c)-0+)1+*(22*ba0(a0)/+0)2-cbc*/-a2b)0c(()1)())c1-02(c/c(b(/1*b++1c0*(bb-2a*2+)(1*1-0++/)-*(+b/*)a/c)ab2)*/-)a/*1-a)/11+(*1))b)b+122)0-b10)*2b1()bb((bb/2a+c(1(-((aa1(20(*0222cb2-ab*2/)+a0(/+(((2(-c+/,incorrect
c-c//(ba/1-1a0b2)0(cbbb+1/(aa-*(12/b)((2+ab+c)/2c))cacba))1)((+/b12-b1ac)(a/ba+(1)(/)(/-(1)()00a+0/0+c)*2(*a0b2-)100)(-1(aca((ba1+1aca12/0/*2)c*+/a(+)*a-a21+*/+0cc2/-a0c1b1b(2-ac)c0acc-(/1b0*ba+-)0b*0+11+c(b0)(0c)2(1-)(b1/12021)2a)ca+0)0//1ca)+(+)())+)b0a++/02/0(100//+**2*22+b)0((20c()20-+(c*(/0c)2b/cb*+)+)1(c*(12b(bc+)*)2acb+)c-1+a(a())1aa((-/11((*(//b(11b02(*)a)()*)b)))((ca*c(2ab12(2)a)((((+2)/*a00//*b+(1ca//++cb(0b(+a-(/)0)(+(*)1)a)+0)--a2(b-(*--a+b(2+)a+22**b1b**+//00(1c/210)1ba((2)1)2)+//*/(-1+a-++(*1))2c((b/*)c-c21)1221(-/1-(2(1+/b(0aa1+/)(ba+()))a()0((c2+((-b)2-)b2)/(-++)1a)*1*-)))(c(1b0)c1b)0)2(b2(*-/1(212-2c0a/2)12a20*()b))2a-0b*c)1/0*0)0b2+2(-(2c20()*)c/cbb)a+12(+b1+a)2(cb2(b2*1bc)2bacb*2)(2b0(*1)/0bc(/+20(/22(-0*1-ca1+2/++c*((((a-)a*00ba2+)(c*2+00*10b2c-b02ca)12(b2201a(c/+(c1b*(21*bc1a0*()/c(-2-b)(+a//a)2b-0(21b2bb)c/b1c0a((/c/(/-*c((a)bb)/0(b/*)2+c)b)+(((+a/b-(c+b+221b(**-1+c,incorrect
bbc+c0c)010)2ab/(*)(c*002)c(*--/(*+/2*0**(b-0-(c0/011)2ba1)(b*/b-b((2/c2a)(2a/0(1ab+200(((2*)++2a10c)*/1a1a-00))(0/)20200))**(b0+c2c,incorrect
0b(a(//++0b11)0))2cab(-b0ba*/ca2/*)0/(*(**1ab11+)bcbbc02cb(+**/))/c(1a1(bc(/*a)2/acb)11)2a)1(1a00))a1c2+1b2bba+/1,incorrect
+)(2ba(b2)-*1+)ba/2a1+*1*-bc0-a12-+)0*(2ab2+cc1/--bb(1b1)ab01(/c*b--a112bb1a01+c((2+-/a,incorrect
2c))20/*a1c))c)21(()0b()01(c(c2*(*a0c)/*-c0-2c(210(a(/()b()12*/a0c(b)1b*)2)0bb1-)cb12b(b1(/*)*)a)2)-))+111bb)b)2acab21)ba(0/a1*c)10(((acbc)-2(bba*)cc(01c-cc++c)-ca)(+(b(/2c0a)b*cb2-c0/bc+-(b+1-+)a(cb/0a(1-(1(*+*+-/*1(2)(c0*(-b-0))c0*1)(b)(c-)-(2a00*+c)c/c0b+)1)*(20b+-a+1/*+2)a0*)*b((a02/--a(c(b1c2ca0/(+1/bca)02*)-2(0bcc-12/)+cc-b(a))-b2+)+*2-11-0a2+*c*2-+1(c-/+*b(1))2c-)0a)c1**c02*00-)/)1(c)b2/**0+2(2-122c-()(b+*-b*/2)/)+22)*002/)/c*-)-(*2b(2)*2c(c2-+a2+01b1)(0+2a)1*)cc(1b**)02(0(-*aac02/)(*22)(-ccb2)c*(2b(++c0+2b/+b*21+20ca-a201-a))((+)2c11c0))c0cb20))2+b10)/b+/)(c/-0(()/11((2ba+)*+b)*a1aa1c(-2)0cabac2a((ca(2a/01()-0(*+)/0a()/(bb++-2b+22a01))0()(1*ab1(12)c222(ab*-)b1)(-/(2c-+/c)(/bb-*--)12((--20)-+**a(1/2/cbcb-)b-)*(c0(0c(a0(+ca)a+ba))b0a)1b)))b)a1+**+1()-()*a(21*11+-)-+b)c*c1b110a-a)cc)ca/1(*0a(1)*))/)/-01b+/)cc(c21b0/c0(a((*10((a+*0b+a2)/21(0()+)(1ca/0a0-(21)20b*/)c2*baca-/a-a(b*(1(c)0012)/)a()/)0*+*1aa-)b)/a))01b)c((cab/a//b+/a1+020-2*c(+2+2+()/--(/+a,incorrect
c0ab/1//ca+00)-1c()))b-)ac01-))0-b20)+-/*0)0(a)12)01*1a-/-a/11b(a+01012)2a-0+a-*))ca)/b)0a0c/a/1*2(/0c0a0+a202012bc(0a(+1/*((2*b*/b)2/(c*2b)0/0)b-/020201+)1a(+101-ab)c2bc(10)1/+c))0()b())c-c))22*+ac1)1-cbca-(--1a(01(0)(cb2-*))02(+0c)///00*/+b*-(c2-1))(00c1ac02//(0aa*2+*ab-1bb+-10b/cc2+/+a-c*(((1c(()*1+)1c00+b)c()2+0a)-(1ab)(a(-0+(+1))*a)-0()20-()*-*2211)a2-)b2-0*/b--(+c0a)(2+2c-(c0*(/c(b--*c*a01ac/01*(b(-ca(/(+)1+-*1/*b*)02*+(**a)))102)2)b())*)c(((-()a)-,incorrect
-(+()2c*-20b1(/-+c(/a0)()*0(((())1(1-*(2cb1a(b/(022c1b()2*/a)*c-(b0a0)a-(c)-)+c)(2(1-**(/-)))+c*01)//((--11(-)2*+)c(1c02*)1a2-10(+*b(b1(c)+(+*+1-)*0-2)+22)0)*1)(b1c+0)2)bc*2)((+0-*a-1)()1a*-c/a-)b2(1()()/22c0*aa2bc/12+a(/20)-*a210-c)(1b-+()1*+b(1//(b0b1(21ba)b0/c()0/+))*())+a)-c-/(2))bc)(a((+/a1/))()*a(00**)-(0a)-/)-(b/1)21c++0c2)21(2a1a2())((02)a10(ac(c+b((0b-*--2)2((/(22c01b2)bc)b/))(-ba(ab120*/ac2bb-1*-***c0++1*)/0)0)a1/)(00(0)1/221)/+-*b)22*ab-01-b*b(1b2*2b)c)0)-(0()+1+0(2aa)1b)b--a)(ba2a1),incorrect
a-0+b/2+)(())+2)(/2)-a---(/))-(1b12c0/02a1b)+()-*(10()+**()+)a02+)/)(c(*a/)0(a0102c)a---aac*c/b))())0(/210b*2(((/a+-)ac-2/+2/0((b1/-)*2ac))bcb(-c2**/)+b/b2)0-b()(1))(-(c(c0-a()+*2a)1-/()*()1)a(0(((0((01a)-0a(1b0(-0b)+(0b2)+0/c/ca//a1cb+(2b)aaa2b0011+(b(11c/)a*21(2a0(*())(0010*/ba(1-1(**c)(a(2(+a20())b00cabaa)))0c00c)-/*b(bc(02/(0)-)cb)21-12)2b21)b2a/21+1-+(b2c01*-+b/cbbb12-+2)a//(*c2)+()-121*-1a+0*2cc1*0-b-b1(b/b/ca021b1-**)()220b2c10c/0+-1-c)*1(2)b0-/)2(+(2c-((b*+2ba+(ca1cb)11b2(2(c*c+11()12(/+--(*1-(/(2021(1+*)-((2(b*ba+0aa()+)2b022(b()c)*2c01)*(a+)0b(((2)b(ac)22/)a2ca(()1-)01c)/2b01b-12-1a*-/)a)/1b(-2cbcb12)1aa*)/2/1(b2aabb*+//((c2-ca0c)1()+0/cb)1+)2a1c)012c1-(+0(1a2+0c)1)a0+)()2/c1+20*b)(c/,incorrect
c2*(1/1)-/ab21cc0b)2caa1/2baa)1caca(0)c/(()/*--/(2/c0bc1(2b21/b00(0-2cac*1a--+21bc212c()/1+0)(+,incorrect
)1-((c()-)ca+((b2b0*2*-b1+/*2222*+2(b-1*a)c(0*(0()c(1c0abbb(a-2)c+0b/0b0b)1c2()0ca/((2c)*a(a+b/1(ca*2a1aa*b()(()aa()/bc22-/12020/*0babc-a,incorrect
0-022cc)2(1c0-*2--20/*)+0c(2(bb+)*aabb*(0c//)202a-b0)b)*2(2+)(c))(*cb1b(20(010-2a(aab0a)c(a2)a(20-(**c(*c20)ab+*0/(0(c21b+1+*)0c1b0b0))b11100)(1(bc010+(b1(b+a()2)/aa()1a)cc+)(2(b1(/(ab(**1b0-01/(bc)//2/a)b(b2((*cab11)11bb)101*))1b)c)/b001b1-a**aca(bc)(002b+/*ab-c0(acb++2*b0/a()+0a0*(2aac(+1-cc1b(*bc/(20c+a2b+2-1+ba0(0)1)0*(b01*/))a(/bb2*b1)/00)/)21*)2(/(1(b+-2(a110(/a-/)(b+/+1a)b-)(b(-+2a/)c-2-(+a((*(21a)a/*(c0-a0*2-2/(a201)(0--/-)a10(0(+(100/**)a*10b-ac/(()/c)c-)cb)/*/(-))(c/1(b)c)bc/+*((a1112c1+(b(c+*+1*ab(b((/0a(*)*c(2(210(ac*-a/1/+b)*bac//)-(-*b2((ac122c0a10c)c)a)bca)011211)(a220()--aa2b/cb2)00(ca1+-1)--10a)c(/)1-)0c0)(2c2b(b2c1)()2()+a00c2b2+b*+b(b1/c2(((c+ac0*+*(2((*)+1)+acabc11b)+-1+)00-10+)a(+1)0cc*(a-())22011bb1/a+0cb2ab1b,incorrect
b*a0b)0+(++11/110+1a)aca/1(/)1(c-b+(a-**//)a*1(*1caa0b+*a2ab2)(0/(10c*a-0a//)(++111a2a)+2/(-b1(11(1+((2c12)a(*/)12*10((a)201(110(2/(0(*c10bb)ba+*(*(/(bab0--0/2(a)0+)((*)a(aa1*)1+)202+001))/1b*+)*bb(*+)a+-(((bc*/b)--a*2/212)0-()(ca/++(cbc)*(1a/2a)b1c1*a0ca(0((c2+*+0c*2)a)+()b210b01(2)/1)-)/-b2b*)aa(b*1cb()0(a/)))(2a1-b*2)00)(0-++b(+-()(/()0+b)2)+)b*(02a)(20)c00)1))(*1)(1+10c2c/020(b10ab-b00(222)bc*02+a(-2a21b1(0+2(cb(/(b))-a*c+1+*0++-b*++1c))*ca*0(c((1/c1)0+01+*/c2)(1/)(2a))+/)0*1+(a(*))b()/0(+2(2+*-*a-(2a()c)-0/(2a+c+ab)c(b+1/2/a0+cb(ca(*(+)((cca))a2(*)2--*c))0/((0+b2-/(a)+ac*b/+c*0ca21b0+1)()*b00*1)a/)0(1bb/b)a0(-c+2c--*12-b+a*))b)1c)(1c(-)+)bc+)c(1b1c++1(1)*))(a201)b+)/(c/0(a(/c+cc1(c(1b/)*0(2)(a2+*)1)0)1(a2()(b0aac)2(+(2b1cb(a12*a0*)a0//)c(b1a)bb(+0b(/(1*b/c*-b0(b1*b0**00b+a2b1a+()1+2*0(*ba)abb/(1-a0b**)02a/0a)(01a12((((cba1a*1*1-bc((a(/-/(*(0aca/-)20)c0abc(00(-b+-b1)+a-)1b1)aa2-12a(+(12c0*,incorrect
+aac2b+/12)*1*0+2*(/c1b0*)ccc)(b)221/b1-1c)-2*2/((((+)+*ab0)c20/1()b/**ba001b)120b-a1a2(ca/)(a2)a)ac(2()(0abbcc2(cbcb1)/12(22(b)+0()a-201+(a0bc21*0((000/))+c*a1(/+)+c(-c*+2b)cb0a2))/()b0+0-+1(/0(c(*//0c2)a120+b2/2a(((1-ab///-*)ac)1*-20a(++1c+)+*)10ca0*2-(c)b1)cb*(0-2(+)10)(*0(0b+2*(0)/2c(a1-0ca2b12())c*/b(c20)0c*b1)()(/c0(2(1)*2c1bb(b1-*b1c(b0*1-)0c2)0+))12+22+011b)2020ccc)*bb(0+0c)(*0(b-1ca00(ab-)b(b)b)11(-ac+)-cb*b-)b)*a/100-)1(1))/2ba(2*/c-*2)1-1a(2)(/+))b221122c01a0c/1)c00(1a2(()//-bb1-+)c1c()c))b-)aa+20-1212abbc-**cbb*)/*0ca/)*a-+c-b2a()/2(*(0/b/0*a+c*a-))2+*)*)2(-(//2c-+1))a)acb2bb2020(1b-2)0c(-b+01))00(2(2+ab*-(/0121/a2c/c(1b)b*/b-)/0--0(*bb0-)(a2(0022*b0*/)*2b+b)/++))+)(2)))-(0100)c((1b+-0a--(cb11)00+)2/+2*c2/22)b0a+)*0*/c)0*)/b+0)0cca(0b0)c011*)100-/-222b0-*ac2c0++a20)-0-(/(1--(/)abb+a/0(+21()1)))01(-/)b2a/+a())baaa0-a2(a-b/(,incorrect
a)*0b+b10+(bc)(aa)1(00b)*/-2*))12b(2+()1(b))b*aaa-(1(c()2)(c0ac0(ba0b*-+ab(0(2)0(ab1aa0/020()-(11)-+1c)cb0(+bac/12a)+2(2)a-ccc((**+*2)b-/a*c0-cbc(0a*1))a-a21c00)*(+0-))c(-*)c0c-1/(-0(+2ca)ac)2+-)1a(*c02(2cbbc22c2)10aaa0/-2b*1)*)1c+(*)b(0bcc+a2/cc1b2))2/c)(c20+--0(+b+*(ab)*)(a)+c*c1b0(-c(a0(/(2a--)002()*)2)*0/+1)c))+a*cac0(00)+20+))a2()a(b2ccb*(0b+0((a(0ac2c(bbcc((b(+01a02ba()b12(a(b0(a*0/cb)(+ba-)bc0b(+0/(11(a(*2-)()a+/)--c+b-00)+2c()c/(c*c++))/0a2)(0*20(0c+11)-b/02*/(c1c2**/))/c-c0)2b))2)b/1))(-1))001/(c*ba1*0-a())/(0()+2()0-)2-b02b1210)0c(ca+20a0ca2a1c()1(*)*2(*b0-1(c112b1aac2+c+2/))a(2ca0/c/-)*c2/1(+)*00abbb()0aab1b)(((01)aa)2-)a/)(2*2)(()(-+a/0((-+((/1c2(c-1)1c21-00-/b-a-()1b2(b0)-a(c0+(b()2()a)0a1++1a++10200)-cacc(bc-/1a11-)0/2/)(1(a0c)((b(-c2+ab)c(()1-*2+(+(b*0c)+a)(/a1(b0+)cb20((1bc*b1c2bab(a-/0cc*+0--)(a2/b*)*c/c+-(0()/b)(*10))(ab1a))a22(001(/)(*(2cc0(a*+(2)+(1)+ba/+cca+(a0*22b(cc(/cb-/(0)0*)a+c(b0/ca/0aa(b/1**2-0(a)2*-0-aaa,incorrect
*12a)()()1bc1+1*-+01+(-aa/)1)a1c*c2201b0c-*00b0c)ccb/00-(c1()cab+b0(++(0c/0a(baa(*2*1))2/b)b+(*b)(*-)0-00)/+1)0(-(b())a)(a+1c(//2a1)-a)0a10))b-c1(-)b,incorrect
